 66, 47, 36, 29, 35, 46, 66, 55, 18, 5, 19, 55, 154
 89, 60, 41, 32, 43, 61, 89, 73, 24, 6, 23, 73, 185
 89, 59, 42, 33, 44, 62, 89, 73, 24, 5, 24, 73, 106
 89, 59, 41, 33, 43, 62, 89, 73, 25, 6, 24, 73, 32
 91, 60, 42, 33, 44, 63, 91, 74, 25, 5, 23, 74, 96
 91, 60, 40, 32, 42, 62, 91, 75, 24, 4, 23, 75, 41
 91, 60, 41, 33, 43, 62, 91, 74, 25, 4, 23, 74, 173
 88, 59, 40, 32, 42, 61, 88, 72, 24, 5, 23, 72, 110
 94, 64, 43, 36, 46, 66, 94, 78, 26, 7, 25, 78, 232
 90, 62, 43, 36, 47, 65, 90, 76, 27, 9, 25, 76, 0
 92, 63, 43, 35, 46, 66, 92, 77, 27, 8, 25, 77, 239
 92, 62, 43, 35, 45, 64, 92, 78, 26, 8, 25, 78, 206
 93, 62, 43, 35, 45, 66, 93, 78, 26, 8, 25, 78, 187
 90, 60, 43, 36, 45, 63, 90, 75, 26, 7, 24, 75, 25
 89, 61, 43, 36, 46, 64, 89, 75, 25, 9, 24, 75, 146
 74, 61, 51, 45, 50, 59, 74, 60, 27, 17, 26, 60, 148
 68, 59, 53, 49, 52, 56, 68, 57, 30, 26, 33, 57, 191
 70, 60, 51, 45, 49, 56, 70, 58, 30, 25, 32, 58, 19
 72, 59, 47, 41, 47, 59, 72, 60, 28, 19, 28, 60, 39
 72, 56, 45, 39, 47, 57, 72, 60, 26, 17, 26, 60, 237
 70, 51, 40, 33, 40, 51, 70, 56, 20, 5, 19, 56, 179
 67, 47, 34, 27, 35, 48, 67, 55, 19, 4, 18, 55, 161
 48, 28, 15, 11, 15, 29, 48, 40, 11, 0, 11, 40, 176
 48, 27, 15, 11, 15, 29, 48, 40, 11, 1, 11, 40, 15
 48, 27, 15, 11, 15, 28, 48, 40, 11, 0, 11, 40, 152
 48, 28, 15, 11, 16, 29, 48, 40, 11, 0, 11, 40, 106
 47, 27, 15, 11, 15, 27, 47, 40, 11, 0, 11, 40, 34
 48, 27, 15, 11, 15, 28, 48, 40, 11, 0, 11, 40, 219
 48, 29, 16, 11, 16, 30, 48, 41, 11, 0, 11, 41, 141
 58, 37, 23, 19, 25, 38, 58, 50, 15, 8, 15, 50, 19
 56, 37, 23, 19, 24, 38, 56, 50, 15, 7, 15, 50, 18
 56, 37, 24, 21, 26, 38, 56, 50, 16, 9, 16, 50, 53
 58, 37, 24, 21, 25, 38, 58, 50, 16, 9, 16, 50, 11
 58, 38, 25, 19, 25, 38, 58, 50, 16, 8, 16, 50, 244
 57, 38, 24, 19, 25, 38, 57, 50, 17, 8, 16, 50, 1
 57, 38, 24, 21, 25, 38, 57, 50, 17, 9, 15, 50, 210
 73, 50, 33, 24, 31, 48, 73, 59, 18, 1, 22, 59, 226
 73, 48, 33, 24, 32, 48, 73, 61, 18, 2, 20, 61, 201
 74, 49, 33, 24, 32, 48, 74, 60, 18, 1, 20, 60, 138
 73, 49, 35, 26, 33, 49, 73, 59, 18, 2, 21, 59, 22
 71, 48, 33, 25, 32, 48, 71, 57, 17, 2, 19, 57, 19
 69, 48, 33, 25, 33, 47, 69, 56, 16, 1, 20, 56, 91
 66, 46, 33, 26, 33, 45, 66, 54, 16, 1, 20, 54, 199
 104, 73, 52, 38, 49, 70, 104, 85, 24, 8, 32, 85, 217
 103, 72, 53, 41, 51, 71, 103, 86, 26, 9, 31, 86, 125
 100, 72, 52, 39, 48, 67, 100, 83, 26, 10, 30, 83, 205
 101, 71, 51, 39, 48, 67, 101, 84, 27, 10, 30, 84, 2
 103, 73, 51, 39, 48, 68, 103, 86, 26, 8, 30, 86, 60
 98, 69, 47, 34, 42, 63, 98, 82, 25, 8, 29, 82, 178
 99, 70, 48, 35, 43, 65, 99, 83, 26, 8, 29, 83, 229
 78, 49, 29, 24, 32, 51, 78, 67, 20, 8, 18, 67, 38
 80, 51, 31, 24, 32, 52, 80, 68, 21, 8, 20, 68, 2
 78, 50, 30, 24, 32, 52, 78, 67, 21, 8, 20, 67, 14
 79, 51, 29, 24, 32, 52, 79, 67, 20, 8, 20, 67, 243
 79, 50, 30, 24, 31, 52, 79, 68, 21, 8, 19, 68, 124
 78, 49, 29, 23, 30, 51, 78, 66, 21, 7, 18, 66, 0
 78, 50, 27, 22, 30, 51, 78, 66, 20, 7, 18, 66, 249
 51, 40, 33, 28, 32, 39, 51, 41, 17, 10, 17, 41, 134
 44, 35, 30, 25, 30, 36, 44, 35, 14, 6, 13, 35, 169
 44, 34, 31, 27, 31, 36, 44, 34, 14, 7, 13, 34, 47
 43, 35, 30, 27, 31, 36, 43, 35, 15, 8, 14, 35, 34
 42, 33, 29, 27, 30, 35, 42, 33, 13, 6, 13, 33, 47
 43, 34, 29, 26, 30, 35, 43, 33, 14, 6, 12, 33, 118
 43, 35, 30, 28, 31, 36, 43, 34, 15, 8, 13, 34, 38
 43, 34, 30, 27, 31, 36, 43, 34, 15, 7, 13, 34, 216
 29, 20, 12, 9, 11, 18, 29, 24, 8, 3, 7, 24, 173
 29, 20, 13, 9, 11, 18, 29, 24, 8, 3, 7, 24, 0
 29, 19, 14, 11, 13, 19, 29, 24, 8, 4, 8, 24, 16
 30, 21, 14, 9, 12, 19, 30, 25, 8, 4, 8, 25, 141
 30, 21, 14, 10, 13, 19, 30, 25, 8, 4, 8, 25, 96
 30, 21, 14, 11, 13, 20, 30, 25, 9, 5, 8, 25, 79
 30, 21, 13, 9, 12, 19, 30, 25, 8, 5, 8, 25, 208
 73, 52, 41, 36, 43, 56, 73, 60, 19, 8, 21, 60, 135
 73, 52, 41, 36, 43, 56, 73, 60, 19, 8, 21, 60, 58
 72, 50, 34, 28, 35, 50, 72, 60, 16, 3, 20, 60, 73
 72, 48, 35, 28, 36, 50, 72, 60, 16, 3, 19, 60, 137
 73, 49, 35, 29, 37, 52, 73, 59, 17, 5, 19, 59, 215
 73, 50, 36, 30, 38, 52, 73, 61, 17, 5, 20, 61, 164
 78, 52, 38, 33, 41, 56, 78, 63, 20, 7, 21, 63, 170
 43, 29, 20, 16, 20, 30, 43, 35, 11, 0, 10, 35, 52
 42, 27, 18, 15, 19, 28, 42, 34, 11, 1, 10, 34, 22
 43, 29, 20, 16, 21, 31, 43, 35, 11, 3, 10, 35, 43
 44, 28, 17, 12, 18, 30, 44, 36, 11, 1, 10, 36, 10
 45, 31, 20, 16, 21, 31, 45, 37, 12, 3, 11, 37, 111
 44, 28, 19, 16, 20, 30, 44, 36, 10, 1, 10, 36, 8
 43, 28, 18, 14, 19, 30, 43, 35, 10, 1, 10, 35, 46
 68, 49, 36, 29, 35, 48, 68, 56, 19, 6, 19, 56, 218
 70, 50, 36, 28, 35, 50, 70, 58, 20, 6, 19, 58, 141
 65, 42, 26, 18, 26, 43, 65, 54, 18, 3, 16, 54, 242
 67, 44, 28, 19, 27, 44, 67, 56, 19, 4, 18, 56, 5
 74, 55, 40, 32, 38, 54, 74, 62, 23, 10, 23, 62, 47
 75, 55, 39, 32, 39, 55, 75, 64, 22, 9, 22, 64, 239
 72, 53, 38, 31, 36, 51, 72, 61, 21, 10, 21, 61, 104
 58, 46, 39, 36, 40, 45, 58, 45, 18, 10, 17, 45, 242
 59, 45, 38, 35, 39, 44, 59, 47, 17, 9, 17, 47, 146
 52, 34, 26, 25, 29, 36, 52, 40, 15, 8, 13, 40, 22
 53, 35, 24, 17, 23, 35, 53, 41, 15, 2, 15, 41, 49
 52, 37, 28, 24, 28, 36, 52, 41, 13, 5, 16, 41, 167
 53, 36, 24, 17, 23, 35, 53, 42, 14, 1, 15, 42, 246
 54, 39, 34, 31, 36, 42, 54, 42, 19, 11, 16, 42, 231
 60, 43, 34, 30, 35, 44, 60, 48, 20, 12, 17, 48, 166
 61, 44, 34, 30, 35, 45, 61, 48, 20, 12, 17, 48, 220
 61, 42, 34, 30, 35, 44, 61, 48, 19, 10, 18, 48, 144
 61, 41, 33, 30, 35, 43, 61, 48, 17, 8, 16, 48, 180
 60, 38, 28, 23, 30, 39, 60, 46, 14, 2, 15, 46, 21
 60, 37, 23, 18, 23, 36, 60, 48, 10, 2, 15, 48, 46
 59, 36, 22, 16, 22, 35, 59, 47, 12, 2, 14, 47, 28
